11.414105, -1.173097, 0.438818, -1.022100, 0.585493
11.522892, -1.164740, 0.426665, -1.003099, 0.623779
11.632346, -1.157145, 0.392670, -1.025951, 0.649244
11.742475, -1.143385, 0.339202, -1.092380, 0.635589
11.853284, -1.104857, 0.270981, -1.152987, 0.535071
11.964779, -1.038653, 0.214522, -1.128529, 0.395546
12.076967, -0.964431, 0.179366, -1.042867, 0.294954
12.189854, -0.891529, 0.159061, -0.944831, 0.237741
12.303448, -0.821499, 0.151693, -0.849598, 0.210227
12.417754, -0.760869, 0.158149, -0.764981, 0.208091
12.532779, -0.720043, 0.167776, -0.705690, 0.222359
12.648530, -0.688339, 0.162294, -0.673981, 0.224782
12.765014, -0.646921, 0.149404, -0.638452, 0.203098
12.882238, -0.598219, 0.144052, -0.584247, 0.182430
13.000209, -0.552552, 0.148276, -0.525997, 0.175270
13.118935, -0.513042, 0.158562, -0.469954, 0.176417
13.238421, -0.486335, 0.172929, -0.417855, 0.188651
13.358677, -0.471002, 0.176615, -0.379677, 0.207352
13.479709, -0.451966, 0.171414, -0.351267, 0.219503
13.601524, -0.433422, 0.166292, -0.320500, 0.231872
13.724131, -0.416122, 0.151958, -0.301695, 0.255055
13.847537, -0.385768, 0.132866, -0.312482, 0.262857
13.971750, -0.346865, 0.125591, -0.308534, 0.229258
14.096778, -0.313253, 0.129041, -0.270915, 0.201370
14.222629, -0.288108, 0.137071, -0.222972, 0.191185
14.349311, -0.275841, 0.143715, -0.174993, 0.199170
14.476833, -0.269329, 0.135705, -0.137766, 0.221360
14.605202, -0.252789, 0.119206, -0.115409, 0.246707
14.734428, -0.230320, 0.106703, -0.095631, 0.272192
14.864518, -0.208118, 0.095071, -0.089923, 0.322320
14.995482, -0.183386, 0.083489, -0.158446, 0.367158
15.127329, -0.157404, 0.073865, -0.238187, 0.292326
15.260066, -0.129197, 0.065188, -0.208500, 0.196376
15.393704, -0.098557, 0.062442, -0.141303, 0.156963
15.528252, -0.073130, 0.067125, -0.080868, 0.158397
15.663718, -0.058306, 0.070451, -0.044811, 0.185699
15.800113, -0.044622, 0.064042, -0.050066, 0.208400
15.937446, -0.025128, 0.056457, -0.056068, 0.190452
16.075727, -0.004785, 0.050906, -0.037265, 0.176649
16.214964, 0.015917, 0.046064, -0.024293, 0.170877
16.355170, 0.036193, 0.042623, -0.012180, 0.164063
16.496353, 0.055908, 0.039009, -0.006461, 0.151305
16.638524, 0.076452, 0.036478, 0.015480, 0.127726
16.781693, 0.095475, 0.036479, 0.052819, 0.125000
16.925870, 0.110684, 0.035882, 0.076052, 0.149953
17.071068, 0.125877, 0.031608, 0.048508, 0.176734
17.217295, 0.143704, 0.027389, 0.012802, 0.130616
17.364565, 0.161838, 0.024856, 0.036581, 0.079541
17.512886, 0.179295, 0.023241, 0.072140, 0.055087
17.662271, 0.196042, 0.022048, 0.104054, 0.043003
17.812732, 0.212169, 0.021076, 0.131862, 0.036118
17.964280, 0.227756, 0.020234, 0.156574, 0.031692
18.116926, 0.242862, 0.019476, 0.179011, 0.028562
18.270683, 0.257534, 0.018781, 0.199731, 0.026203
18.425564, 0.271803, 0.018137, 0.219090, 0.024339
18.581579, 0.285695, 0.017534, 0.237335, 0.022809
18.738743, 0.299233, 0.016965, 0.254647, 0.021515
18.897067, 0.312434, 0.016426, 0.271157, 0.020395
19.056564, 0.325315, 0.015913, 0.286968, 0.019408
19.217248, 0.337891, 0.015423, 0.302157, 0.018524
19.379132, 0.350174, 0.014955, 0.316788, 0.017725
19.542229, 0.362176, 0.014506, 0.330912, 0.016994
19.706553, 0.373908, 0.014075, 0.344570, 0.016321
19.872118, 0.385378, 0.013660, 0.357799, 0.015697
20.038938, 0.396597, 0.013261, 0.370628, 0.015115
